	logFC	AveExpr	t	P.Value	adj.P.Val	B
SCARA3	-2.0063381197	3.7985733382	-4.5152902455	8.46E-06	6.30E-05	2.6727640068
LGI2	-1.9885422453	0.3130959124	-4.5091996585	8.70E-06	6.45E-05	3.1324863758
MMP2	-2.1599887625	7.3042912617	-4.5091278825	8.70E-06	6.45E-05	2.6757419127
CXCR4	-1.6021430133	4.198377061	-4.5090572546	8.70E-06	6.45E-05	2.6391687824
MAGEH1	-1.1690623974	2.7381088956	-4.5012794567	9.01E-06	6.66E-05	2.7938227184
CCM2L	-1.1466673235	0.2461245586	-4.4995614133	9.08E-06	6.70E-05	3.1048274602
ATXN7L2	1.1827080281	2.4726570646	4.4978353044	9.15E-06	6.75E-05	3.0380106425
CSPG4	-1.7280005911	4.1689642855	-4.4976036421	9.16E-06	6.75E-05	2.5803068044
DCLK2	-1.5551249863	1.0520610825	-4.4920039462	9.39E-06	6.91E-05	2.9434310371
NAMPT	-1.3805313877	6.2400198365	-4.4875374584	9.58E-06	7.04E-05	2.5352104379
ETS2	-1.3776982441	7.0474753382	-4.4843662799	9.72E-06	7.13E-05	2.562771358
S100A11	1.2385708322	9.5227237451	4.4843248906	9.72E-06	7.13E-05	2.5774883112
SMARCD3	-1.1466715178	3.1056733465	-4.484089372	9.73E-06	7.14E-05	2.6374432917
WLS	-1.6066686805	5.1778266942	-4.4827566142	9.79E-06	7.17E-05	2.498620754
FZD10	-2.3067600547	0.8802172233	-4.4824831912	9.80E-06	7.18E-05	2.8950302984
CYP39A1	-1.6780068099	0.0444598431	-4.4822681809	9.81E-06	7.18E-05	2.9868211383
OAT	-1.9089432547	4.3067397269	-4.4799772783	9.91E-06	7.25E-05	2.5026022551
MRM1	1.083132069	3.0847150875	4.4795252623	9.93E-06	7.26E-05	2.9026497003
IER5L	1.7685773287	3.9569260803	4.4715580118	1.03E-05	7.50E-05	2.8557689666
F3	-2.3802702662	4.2531469212	-4.4706472241	1.03E-05	7.52E-05	2.4584218179
EDA	-1.7755936283	0.245611295	-4.4703943918	1.03E-05	7.52E-05	2.9335764709
ATAD2	1.2958322001	4.9998448698	4.4688278453	1.04E-05	7.57E-05	2.6095565229
CCDC102A	-1.1639855554	1.9442270381	-4.4659842852	1.05E-05	7.66E-05	2.745173997
KLF12	-1.451666999	2.1167182368	-4.4649224529	1.06E-05	7.69E-05	2.6798040406
CAND2	-1.7343108537	0.7367092826	-4.4642183084	1.06E-05	7.71E-05	2.861225151
PCAT19	-1.1922634189	0.6078732252	-4.4630280716	1.07E-05	7.74E-05	2.9217668583
STOM	-1.643768816	6.1150505336	-4.4612123373	1.08E-05	7.80E-05	2.4233199488
AEBP1	-2.5030443224	6.4665268678	-4.4593429062	1.09E-05	7.86E-05	2.4278208651
LAD1	2.3877773268	7.1753744129	4.4588369961	1.09E-05	7.87E-05	2.4357371522
RP11-465N4.5	1.700706805	-0.06410454	4.4576488806	1.09E-05	7.90E-05	3.0868147967
DIAPH2	-1.045323702	3.7108322078	-4.4576337221	1.09E-05	7.90E-05	2.4751406669
C9orf3	-1.0906760868	4.50990286	-4.4575612127	1.09E-05	7.90E-05	2.4096040824
HSPG2	-1.4811746055	6.4780852264	-4.4574084323	1.10E-05	7.90E-05	2.4117958133
MRC2	-1.6799326551	5.5905676146	-4.4572886539	1.10E-05	7.90E-05	2.3908963125
PGP	1.0058526322	4.0670873689	4.4569565592	1.10E-05	7.91E-05	2.6392646983
ARRDC4	-1.2348575062	3.2675954975	-4.4544531347	1.11E-05	7.99E-05	2.4670096441
ARSJ	-2.0046847197	0.4666878141	-4.4510806046	1.13E-05	8.09E-05	2.8485671693
TMEM200B	-1.7403924146	1.3559269917	-4.450653377	1.13E-05	8.10E-05	2.7655289137
CD209	-2.131338533	1.0441125461	-4.4447399816	1.16E-05	8.29E-05	2.7318787901
CTU1	1.1859773446	1.7530424615	4.4446762835	1.16E-05	8.29E-05	2.9107492184
IL3RA	-1.1334676586	2.2846772411	-4.4440624867	1.16E-05	8.31E-05	2.6044047982
C8orf44	1.0601788614	1.3101443601	4.4406719832	1.18E-05	8.43E-05	2.9175952538
ABCB9	1.1397731303	2.460804659	4.4401382931	1.18E-05	8.44E-05	2.8356626258
BRI3BP	1.1518002613	4.2021974536	4.4365036096	1.20E-05	8.57E-05	2.579792114
TLE4	-1.1816492505	3.4357308106	-4.4324742339	1.22E-05	8.71E-05	2.3555118474
FASN	1.142261539	7.7823948635	4.4320652542	1.22E-05	8.72E-05	2.2882037239
JAML	-1.617603623	1.9196557993	-4.4309459008	1.23E-05	8.75E-05	2.5680418112
ECM1	-1.7028371056	4.041857422	-4.4236419398	1.27E-05	9.02E-05	2.2931553935
GNG12	-1.0607996307	5.6799357213	-4.422368484	1.28E-05	9.07E-05	2.2403469532
VSIG4	-2.2491539761	2.0336862496	-4.4215928856	1.28E-05	9.09E-05	2.5231691305
OSR2	-1.8751490406	1.9486547611	-4.4207622446	1.29E-05	9.11E-05	2.5478829278
EVC2	-1.8378855069	0.7534363716	-4.4205466611	1.29E-05	9.12E-05	2.6902712538
KIAA0922	-1.2569533014	2.7561642652	-4.4141728579	1.33E-05	9.36E-05	2.4035612197
CEBPD	-1.2287485882	5.6556361251	-4.4139675466	1.33E-05	9.36E-05	2.2072941584
PBX1	-1.5204748158	5.5904468054	-4.4128834792	1.33E-05	9.40E-05	2.2091862538
MFSD13A	1.183104505	2.5997873416	4.4096555216	1.35E-05	9.50E-05	2.6912944885
PLAGL1	-1.4820341962	2.6032462111	-4.4087037226	1.36E-05	9.54E-05	2.3923463415
CBFA2T3	-1.4421153919	0.8109785619	-4.4048801853	1.38E-05	9.69E-05	2.5936602288
ME1	-1.5771484889	3.0779008486	-4.40439154	1.38E-05	9.70E-05	2.3113141117
SLC22A17	-1.3111829103	3.2978414153	-4.402003604	1.40E-05	9.80E-05	2.2709405365
NR2F6	1.0438033943	5.8684091395	4.3985832201	1.42E-05	9.93E-05	2.1696019694
BRCA1	1.3626951717	3.7791515781	4.3948404278	1.44E-05	0.0001006641	2.4996576411
ELL2	-1.2154659434	4.8217946587	-4.3918395578	1.46E-05	0.0001018933	2.1158459819
SPRN	1.2426564277	1.7358789632	4.3905918211	1.47E-05	0.0001022993	2.688222427
PRKACB	-1.0787826177	4.5520399453	-4.3905886574	1.47E-05	0.0001022993	2.1223418123
KBTBD8	-1.3406730402	0.2203212345	-4.3885537625	1.48E-05	0.0001031111	2.6118297042
ZNF423	-1.5851872956	1.3689378488	-4.3864875891	1.50E-05	0.000103995	2.4562306565
MSH5	1.5018796387	0.5714023988	4.3825928231	1.52E-05	0.00010557	2.7611393935
RHBDF2	1.1113652899	4.9149134712	4.3819378305	1.53E-05	0.0001058199	2.2487885077
ZNF331	-1.2898194138	3.8140244077	-4.3816275594	1.53E-05	0.0001059108	2.12959713
TOX	-1.8114490192	-0.0365538925	-4.3751967714	1.57E-05	0.000108676	2.5578820556
NOSTRIN	-1.0147337969	1.3660587385	-4.3734568825	1.58E-05	0.0001093757	2.4206509687
HMGB2	1.1083230265	6.4063790675	4.3732437019	1.59E-05	0.0001094233	2.0489293446
DONSON	1.2135933649	3.7834174667	4.3719317476	1.59E-05	0.0001099967	2.3911082365
SFMBT2	-1.4078468895	1.6132328732	-4.3694862463	1.61E-05	0.0001110657	2.3940285311
COL4A6	-2.166332735	3.4681958013	-4.3681169875	1.62E-05	0.0001116201	2.0360162106
TYMS	1.7635237696	4.5247977635	4.3652498934	1.64E-05	0.000112967	2.3322054683
DSCC1	1.5747576335	2.4814935189	4.3649808776	1.64E-05	0.0001130437	2.5613039049
RUBCNL	-1.9778215516	-0.1095905598	-4.3634473728	1.65E-05	0.0001137448	2.5778438784
CHAF1B	1.5184325319	3.4311759109	4.3582488801	1.69E-05	0.000116061	2.4261809002
AIF1L	-1.6361862719	2.5324966959	-4.3562440778	1.71E-05	0.0001168475	2.1582391323
NR3C1	-1.4503714276	3.9638335679	-4.3517654971	1.74E-05	0.0001189104	1.9909892327
CCNE2	1.8777088956	1.4606631786	4.340534025	1.83E-05	0.0001245436	2.5684873857
AC074117.10	1.1038541559	2.1473061531	4.3399988323	1.83E-05	0.0001247111	2.4316068902
ISG15	2.0640694124	6.2182749017	4.333299763	1.89E-05	0.0001281324	1.9592257446
KIAA1524	1.5701033745	2.9475561505	4.3316176928	1.90E-05	0.0001286928	2.3759669552
STAP2	1.6375920244	5.4445019436	4.3313680303	1.90E-05	0.0001287694	1.9987741023
HCN3	1.4160635976	2.4642127284	4.3263305022	1.94E-05	0.0001313438	2.3708989809
MAP3K9	1.6187639871	2.8236515635	4.3262303966	1.94E-05	0.0001313438	2.3428890913
RP11-66B24.4	-1.2862455447	0.5247530186	-4.3193046418	2.00E-05	0.0001351363	2.3296754688
RP11-676M6.1	-1.0031665059	1.0519272654	-4.3131607843	2.06E-05	0.000138699	2.2582053059
LINC01410	1.6880289477	1.7728770568	4.3108477102	2.08E-05	0.0001400213	2.4075517933
E2F1	2.0958761565	4.0901661614	4.3107148273	2.08E-05	0.0001400339	2.2133790305
HIST3H2A	2.1760780271	3.1546857748	4.3092507473	2.09E-05	0.0001408522	2.3161891977
CTD-2583A14.8	1.1615316068	1.2947488394	4.3066535292	2.12E-05	0.0001423681	2.3845074275
CST7	-1.7846375654	0.9804521859	-4.3056222188	2.13E-05	0.0001429328	2.1890409923
DENND5B	-1.4161260865	1.5213741838	-4.2988858717	2.19E-05	0.0001469785	2.1099297608
RNF145	-1.2328847017	5.1556898358	-4.2987376348	2.19E-05	0.0001469785	1.7283397445
RNF152	-1.3054536635	3.2284065668	-4.2979799265	2.20E-05	0.0001473556	1.8325194332
GADD45A	-1.0579568737	4.9889644821	-4.2974484174	2.20E-05	0.0001476217	1.7259069276
CPT1B	1.7087236376	1.0538596489	4.2963405363	2.21E-05	0.000148184	2.3905073715
RMI2	1.6585463459	3.7937662001	4.2949604288	2.22E-05	0.0001489226	2.1355938161
RP11-22B23.1	1.3902387731	1.5807615993	4.2874620432	2.30E-05	0.0001531121	2.291167921
KIFC2	1.9484917079	4.5841353994	4.2863184205	2.31E-05	0.0001535944	1.9678571726
PGM2L1	-1.1671921796	3.1028089379	-4.2843078702	2.33E-05	0.000154777	1.8355942188
MXRA8	-1.6864192065	4.8457439915	-4.2760406816	2.41E-05	0.000159901	1.6544088077
SCUBE3	-1.7002281401	0.6207550017	-4.27555194	2.42E-05	0.0001601599	2.0890892213
ST5	-1.2031845796	4.9970275079	-4.275168949	2.42E-05	0.0001603466	1.6335515887
KLHL5	-1.2236554101	3.5250388471	-4.2738368716	2.44E-05	0.0001611106	1.7293954148
GAB2	-1.0692198379	3.4834450944	-4.2664947839	2.51E-05	0.0001658477	1.6957769207
CCNE1	2.0155225356	3.6770792724	4.2663932534	2.51E-05	0.0001658477	2.0659866354
OGFRL1	-1.4675706512	3.1531285005	-4.2662860027	2.52E-05	0.0001658477	1.7299803706
PPP1R13L	1.3641374872	6.0842614108	4.2619077933	2.56E-05	0.000168819	1.6154211775
RP11-496I9.1	2.5458808186	0.5212290911	4.2588931722	2.60E-05	0.0001707648	2.2909569337
MST1P2	2.0524262781	0.263927539	4.2588915608	2.60E-05	0.0001707648	2.2886138317
RAC3	2.1521951398	2.7565591982	4.2580734325	2.61E-05	0.0001712006	2.1724893426
CCDC18	1.0286206165	2.1673870962	4.2574542051	2.61E-05	0.0001714921	2.1042578647
COL8A2	-1.7863796601	2.7247894418	-4.252463855	2.67E-05	0.0001748514	1.7710297328
OSBPL1A	-1.165317674	3.9606749059	-4.2514318054	2.68E-05	0.0001755397	1.5814230404
TESMIN	2.3777448953	1.3238696732	4.2505742685	2.69E-05	0.0001760996	2.2416565373
PDE1B	-1.7673749868	0.6445840864	-4.2482601374	2.72E-05	0.0001776773	1.9984577851
RHEBL1	1.6187880924	0.2592806251	4.2479556972	2.72E-05	0.0001778245	2.2473590345
CD36	-2.3931872671	2.8465186732	-4.2462448242	2.74E-05	0.0001787897	1.6490028606
NLGN4X	-2.3164244739	0.2770207763	-4.2447165588	2.76E-05	0.0001798723	2.0090681821
LINC-PINT	-1.0078657151	1.4259064339	-4.2442061575	2.76E-05	0.0001801789	1.9589548105
CLSPN	2.3755272896	2.0124979707	4.2440968726	2.77E-05	0.0001801789	2.1898414845
PCDHGC3	-1.4867226513	2.216657868	-4.2407378038	2.81E-05	0.0001826014	1.7475735192
RP11-465N4.4	1.9637260154	0.1329962625	4.2381323489	2.84E-05	0.0001842914	2.2099634257
BICC1	-2.0922356681	1.5997353024	-4.2364035785	2.86E-05	0.0001853053	1.8729725626
ATAD3B	1.0097242718	4.6746977681	4.235849571	2.86E-05	0.0001856557	1.6343748951
P2RY8	-1.4430603808	1.0712130088	-4.234093004	2.89E-05	0.0001868935	1.9168163829
EHD2	-1.5566392888	5.9065283368	-4.2340666174	2.89E-05	0.0001868935	1.4757922711
FBXO41	1.5691245828	3.3870498129	4.2339570338	2.89E-05	0.0001868938	1.8952992348
CFI	-1.6586144874	2.7753255455	-4.2335776457	2.89E-05	0.0001871084	1.6531529543
TAGAP	-1.6087963922	0.885611749	-4.232529917	2.90E-05	0.0001875949	1.9143130132
PTOV1-AS2	1.2661907969	1.233331175	4.2316356827	2.92E-05	0.0001881343	2.0946490078
TBX18	-2.5816783217	-0.0961447778	-4.2313554287	2.92E-05	0.0001881843	1.9936228516
KCNK6	-1.1387559997	4.7462369749	-4.2307276915	2.93E-05	0.0001885123	1.463609184
SQLE	1.3190516307	5.4605995316	4.224818924	3.00E-05	0.0001930293	1.5533547912
PDGFRB	-1.6013526419	5.2841912689	-4.2235735658	3.02E-05	0.000193942	1.4286404639
TMOD2	-1.039258731	2.6954431084	-4.2227987943	3.03E-05	0.0001944204	1.6462630459
PLEKHA4	-1.4116227357	3.4756169675	-4.222224145	3.03E-05	0.0001948048	1.5080826037
ANO9	2.1316288794	4.0732767388	4.222076851	3.04E-05	0.0001948368	1.8381316986
CHAC1	1.9436579181	1.434763592	4.2168342069	3.10E-05	0.0001987717	2.0799416557
FIGNL1	1.1795159407	3.182442019	4.2168131617	3.10E-05	0.0001987717	1.8204238132
CTD-2547G23.4	1.3937228649	0.4748503193	4.2159510209	3.12E-05	0.0001993155	2.0943306959
CA11	-1.1708905247	1.9740698179	-4.2146755015	3.13E-05	0.0002003023	1.715324813
CLU	-2.8381965825	6.9433385189	-4.2092675588	3.21E-05	0.0002042807	1.4791959104
MPDZ	-1.1019387433	3.1264916313	-4.2086538904	3.21E-05	0.0002046244	1.4918072891
NUDT1	1.1090922382	4.1018230564	4.2052330956	3.26E-05	0.0002072248	1.6388015004
RNFT2	2.2065193483	1.343306898	4.2025248154	3.30E-05	0.0002093332	2.0399373079
KITLG	-1.5298362685	3.1296407167	-4.2025120256	3.30E-05	0.0002093332	1.4571847633
NFKBIZ	-1.2090795135	4.1481378155	-4.2002588953	3.33E-05	0.000211141	1.3507256045
BTK	-1.661903074	0.8060680372	-4.1970880011	3.37E-05	0.0002136925	1.7985120389
TXNRD1	-1.4629887959	5.4521938619	-4.1931529847	3.43E-05	0.0002171675	1.30265156
SACS	-1.5191497935	2.5939649002	-4.1921688514	3.45E-05	0.0002179709	1.5049238946
GPR162	-1.3103616362	0.0636175442	-4.1910896899	3.46E-05	0.0002187656	1.8605664928
DNALI1	-1.8176709689	0.7899392233	-4.1880591897	3.51E-05	0.0002208746	1.683450765
METTL12	1.0487972314	1.6057623509	4.1851972879	3.55E-05	0.0002233488	1.8678934417
SNHG10	1.117018549	1.8947962658	4.1833852035	3.58E-05	0.000224956	1.8337441229
MBNL3	-1.0764683491	3.9600350147	-4.1784472347	3.65E-05	0.0002291404	1.2835880353
F11R	1.1677676284	7.3326384636	4.1771355041	3.67E-05	0.0002300095	1.2378988704
IL6R	-1.2863601839	2.3759435011	-4.1752926485	3.70E-05	0.0002314845	1.4080968485
SH3D21	1.4561432163	2.1538866544	4.1748761536	3.71E-05	0.000231719	1.8009370688
ARSI	-2.4554640143	0.9283867374	-4.1748379976	3.71E-05	0.000231719	1.7141197536
NSUN5P2	1.4011285203	0.2947682522	4.1739551844	3.72E-05	0.0002323138	1.938183021
NAGS	1.8255253549	1.1325381309	4.1695019001	3.79E-05	0.0002361194	1.9185783808
PITPNM3	-1.5276489743	1.4680310821	-4.1692525395	3.79E-05	0.0002361685	1.5222296067
ZNF667-AS1	-1.8181553254	1.2801752092	-4.1692395133	3.79E-05	0.0002361685	1.5553074853
ASIC1	-1.5871492485	0.6091044712	-4.1679682323	3.81E-05	0.0002372781	1.7315389151
RIBC2	2.0169645061	0.708112738	4.16676495	3.83E-05	0.0002383125	1.9250987175
EVI2B	-1.692380554	1.494276107	-4.1640908679	3.88E-05	0.0002405693	1.5705956249
TNFRSF25	1.4503373543	3.552007426	4.1633881063	3.89E-05	0.0002410642	1.5819312709
ADHFE1	-1.4656114772	0.4829863133	-4.1629178949	3.90E-05	0.0002414322	1.6218762334
ICAM2	-1.1676592186	1.8436279867	-4.1610762061	3.93E-05	0.0002427624	1.5029058468
NXPH4	3.7336378791	0.9710246606	4.1602051482	3.94E-05	0.0002434832	1.9071255145
RAMP3	-1.257692652	2.7347224394	-4.1576185171	3.98E-05	0.0002458653	1.3622860647
ENOX1	-1.5555401887	0.1628810494	-4.1567297445	4.00E-05	0.0002464543	1.7033912363
MFI2-AS1	1.5941079057	0.8357059729	4.1541922185	4.04E-05	0.0002486444	1.8521239915
RUSC1-AS1	1.3147421495	1.8016989693	4.1518742978	4.08E-05	0.0002507335	1.7387551034
HEG1	-1.3626566831	4.633398197	-4.1505930769	4.10E-05	0.0002518577	1.1541864771
LTBP3	-1.0132424171	5.8203956129	-4.1485051131	4.14E-05	0.0002536752	1.1241888616
CHMP4C	1.8442383743	3.9015072071	4.1484589996	4.14E-05	0.0002536752	1.5283867556
MPP2	-1.5143793282	1.390950268	-4.1414517232	4.26E-05	0.0002606219	1.5017993407
CNKSR1	1.854744293	4.6724379227	4.1403776718	4.28E-05	0.0002616771	1.3747598882
ADGRE5	-1.2045266954	5.3190652716	-4.1378200651	4.33E-05	0.0002642503	1.0819044427
HDAC10	1.2193313599	3.0855399818	4.1375822748	4.33E-05	0.0002643966	1.5102683266
BMP4	-1.6592739577	2.0885079549	-4.1354322971	4.37E-05	0.0002665424	1.3420312466
RP11-706O15.1	1.0813141068	2.2048233773	4.1345416205	4.39E-05	0.0002674162	1.6165581657
TLR5	-1.1999461206	1.566977618	-4.1340477093	4.39E-05	0.0002678498	1.438048923
NSUN5P1	1.3494391762	3.2884450944	4.1312290647	4.45E-05	0.0002707748	1.4807330814
TMEM102	1.1903722871	3.4072699175	4.1309131569	4.45E-05	0.0002709263	1.4504670994
AASS	-1.2916473583	1.4022670792	-4.1308851917	4.45E-05	0.0002709263	1.4212188723
MSC	-1.9955807515	1.9835196141	-4.1293607541	4.48E-05	0.0002724129	1.393821567
PRSS16	2.3740108465	2.9074965335	4.1277719933	4.51E-05	0.0002737424	1.6460409738
BAIAP2L1	1.1264210617	5.4868695437	4.1272600486	4.52E-05	0.0002740876	1.1292872459
TACSTD2	2.0188303573	8.708484275	4.12636732	4.54E-05	0.0002749875	1.0574977192
C10orf54	-1.2216977573	4.9754744751	-4.1254488895	4.55E-05	0.0002759197	1.0331417678
SAMSN1	-1.7445758964	1.3967471909	-4.1231944587	4.60E-05	0.0002779564	1.4177199521
CAMK1	-1.0309321449	0.973615391	-4.1231580163	4.60E-05	0.0002779564	1.5095983853
CYTIP	-1.6862433098	1.6089713783	-4.1229225846	4.60E-05	0.0002780939	1.4135956247
C18orf54	1.1522552416	2.1853125794	4.1228306404	4.60E-05	0.0002780939	1.5892892797
ACTN1	-1.3257212307	7.251557839	-4.1226580543	4.61E-05	0.0002781731	1.0693992869
CLIC5	-1.6797563526	0.5201341021	-4.1224891907	4.61E-05	0.0002781792	1.5371644457
KLF13	-1.2002381295	4.6918328842	-4.1221463155	4.62E-05	0.000278404	1.0267219033
UQCC3	1.0308460762	4.2265260499	4.1201803234	4.66E-05	0.0002801369	1.2521547344
WDR34	1.1837331366	5.8181115868	4.1201331378	4.66E-05	0.0002801369	1.0726373505
VWF	-1.2631512737	6.0235548081	-4.1187105505	4.68E-05	0.0002815539	1.0159054976
TNFRSF10D	-1.2851549942	1.2591607691	-4.1153887323	4.75E-05	0.0002849715	1.3994152013
DYNC2H1	-1.1486346093	2.4229970088	-4.1121960045	4.81E-05	0.000288522	1.2196970215
C4orf48	2.261605711	1.7482023218	4.1117971543	4.82E-05	0.0002888755	1.6803536224
ARL4D	-1.6014351023	3.7764803047	-4.1103798509	4.85E-05	0.0002904529	1.0174683144
PCDHB7	-1.6285609319	-0.0527262409	-4.1043013926	4.97E-05	0.0002973482	1.5362749247
NR5A2	-1.1349974748	0.0589328125	-4.1036875202	4.99E-05	0.0002978496	1.5113195798
DNMT3B	2.0113691666	3.0978280754	4.1034358533	4.99E-05	0.0002980325	1.5014742903
TFPI	-1.4693245905	3.8764547725	-4.1014204169	5.03E-05	0.0003002716	0.9911349305
ULBP2	2.6468492785	1.4546249592	4.1003945806	5.05E-05	0.000301291	1.6576687191
CCDC134	1.02611749	1.1999502382	4.1000630948	5.06E-05	0.0003015756	1.5825660558
RASSF2	-1.4080649893	3.6915719157	-4.0982186399	5.10E-05	0.0003032375	0.9835606056
FBXL8	1.1086972907	2.0694256965	4.0939708309	5.19E-05	0.0003080829	1.4766803322
GAMT	-1.4861843795	1.9797450829	-4.0903172034	5.27E-05	0.0003123679	1.1698463085
COL13A1	-1.2949470519	1.226361462	-4.0859113616	5.37E-05	0.0003178284	1.349110606
EIF4EBP1	1.3452275976	5.301006674	4.0832191842	5.42E-05	0.0003209675	1.0046937952
STAG3L5P	1.3193093858	1.5325990517	4.0763733532	5.58E-05	0.0003288931	1.4628358578
RNASE6	-1.653189826	1.6690275208	-4.0713301791	5.70E-05	0.0003352226	1.1931258977
ATOH8	-1.8182231643	1.4972983266	-4.0704037365	5.72E-05	0.0003363603	1.030215788
MTHFD1L	1.2158280898	4.4055555481	4.0687140798	5.76E-05	0.000338562	1.0789926913
EPHX1	-1.2380507501	5.9429179581	-4.067758431	5.78E-05	0.0003397512	0.8161176475
TMEM191A	1.550900932	0.8655228146	4.0647779116	5.85E-05	0.0003432144	1.5063242079
PIK3R1	-1.085749241	4.7554470004	-4.0631747016	5.89E-05	0.0003453362	0.7955603964
GJA4	-1.2447564504	2.3477757048	-4.0628490164	5.90E-05	0.0003455081	1.0694375337
PKP3	2.0373441503	6.0809590089	4.058134742	6.01E-05	0.0003509317	0.9014591667
CTD-2517M22.14	1.7688934508	0.4663068369	4.0562201611	6.06E-05	0.0003532547	1.4918952174
SAMD5	-1.6074445305	0.4432550251	-4.0550425697	6.09E-05	0.0003548159	1.2311752325
CEP85	1.0368974323	3.6588349035	4.0538086908	6.12E-05	0.0003561177	1.1053709504
DLX6	3.1163754407	-0.5597412164	4.0537420785	6.12E-05	0.0003561177	1.5066143439
MALL	-1.9533187347	0.8843983255	-4.0510251157	6.19E-05	0.0003598037	1.1743424134
PRKCDBP	-1.4361945593	3.2095418496	-4.0503743704	6.21E-05	0.0003605076	0.8981949547
TMEM160	1.2587990712	2.5298371589	4.050243149	6.21E-05	0.0003605076	1.266421001
AHNAK2	-2.7044753071	3.6260856338	-4.0494131413	6.23E-05	0.0003614344	0.803895063
OAS1	1.4935947424	5.9615477185	4.0481558878	6.27E-05	0.0003629978	0.7696239903
WWC1	1.6778587022	4.4367491645	4.0462300446	6.31E-05	0.000365718	1.0769029799
JUP	1.2849681956	9.0252897827	4.0440470646	6.37E-05	0.000368836	0.7675344994
DOCK2	-1.6915410425	2.1575743206	-4.04395187	6.37E-05	0.000368836	1.0031576714
ZSWIM5	-1.5484829694	0.5983334252	-4.0431866312	6.39E-05	0.0003696855	1.1850912641
CCSAP	1.0019555742	3.358054668	4.0361214571	6.58E-05	0.0003795699	1.0796054356
PTP4A1	-1.027386892	6.0407317175	-4.0353530136	6.60E-05	0.0003804483	0.6859990723
CDH24	1.364531301	3.1880373797	4.0274366404	6.82E-05	0.0003919632	1.1158346132
IKZF1	-1.6170833069	1.6928956367	-4.0237576283	6.92E-05	0.0003970652	0.9824453124
ID4	-1.5868959895	2.9989143191	-4.0233489898	6.93E-05	0.0003975632	0.6978713461
IFITM2	-1.4312068242	4.8610872275	-4.0228472828	6.95E-05	0.0003982128	0.6437290264
EFEMP2	-1.3110080169	4.6141124388	-4.0197239943	7.04E-05	0.0004022518	0.6419783451
SMG1P7	1.2968040962	0.6273614269	4.0196756826	7.04E-05	0.0004022518	1.3321950088
LBHD1	1.0613920067	1.8574136127	4.0196631654	7.04E-05	0.0004022518	1.2075232536
SLC39A14	-1.1551294711	4.3793703984	-4.0123741582	7.25E-05	0.0004133373	0.6354166221
ITPR3	1.267003038	5.6136358437	4.0095471458	7.33E-05	0.0004169195	0.6563004157
C14orf80	1.067762457	3.8305457507	4.007646425	7.39E-05	0.0004196367	0.8943863446
SH3PXD2A	-1.0323672494	5.668234927	-4.0040067665	7.50E-05	0.0004257071	0.5608973943
DIAPH3	1.9367867868	2.5431997234	4.0026905546	7.54E-05	0.0004274644	1.1933352044
SEMA6B	-1.0677335804	2.8819671455	-4.0011472921	7.59E-05	0.000429276	0.7565047333
RP11-378A13.1	-1.0048252472	0.5130786449	-3.9991428911	7.65E-05	0.0004324272	1.0688267433
EVI2A	-1.6519981197	0.878854733	-3.9990010132	7.65E-05	0.0004325008	1.0410493368
C3	-2.6868287105	6.4104663156	-3.9972540302	7.71E-05	0.0004348687	0.6043591213
TMEM44	1.1069752684	3.6642470011	3.9938140726	7.82E-05	0.0004395476	0.8817667576
FAM171A1	-1.4630284104	2.3096310402	-3.9918736859	7.88E-05	0.0004423003	0.7324830399
ZNF135	-1.7960924829	0.1965934867	-3.9883189698	7.99E-05	0.0004476255	1.0169107988
DUX4L50	1.6886399115	1.0812833807	3.9875056513	8.02E-05	0.0004489197	1.2110052977
SFN	2.0862700355	8.1832882111	3.986965296	8.04E-05	0.000449721	0.5009921845
TMEM200A	-1.5819048802	0.9547607345	-3.9867599436	8.04E-05	0.0004499141	0.9942381108
TRAC	-1.7136077436	2.5712316636	-3.9854426247	8.09E-05	0.0004519536	0.6765879674
KIAA1522	1.0718695159	7.4430841852	3.9838630687	8.14E-05	0.000454059	0.4882199401
RPARP-AS1	1.0818825304	2.7204076103	3.9800433647	8.26E-05	0.0004600749	0.9410520539
MIF	1.0060290396	5.2858238668	3.9768799139	8.37E-05	0.0004648821	0.5334349415
LL0XNC01-7P3.1	1.1812961576	0.1876845552	3.9768750809	8.37E-05	0.0004648821	1.1867578735
CTD-2574D22.4	1.0210077049	0.848266721	3.9749891639	8.43E-05	0.000467873	1.1395740735
ZDHHC23	1.3955058631	2.567149565	3.9726088492	8.52E-05	0.0004718216	0.9735807203
ITGBL1	-2.1722669756	0.8524685847	-3.9720646367	8.53E-05	0.0004724825	0.9644347993
TMEM136	-1.0515126408	1.1860042332	-3.9710558736	8.57E-05	0.0004742187	0.9178914706
MAPK8IP1	-1.1515699504	1.787096789	-3.9709313132	8.57E-05	0.0004742688	0.785670855
CACNB3	1.125590388	4.8110888557	3.9645045533	8.80E-05	0.0004853542	0.5679081315
GINS4	1.5013851158	2.0340246206	3.9635983927	8.83E-05	0.00048655	1.0383547153
HOMER3	1.1207624048	5.0643371653	3.9631246448	8.85E-05	0.0004870936	0.5306819312
AP1M2	2.5193104638	5.648555391	3.9611126782	8.92E-05	0.0004904704	0.690733476
MPP1	-1.4074161713	2.6201922428	-3.9607089117	8.93E-05	0.0004910738	0.6415924771
TCF7L1	-1.335928393	2.773660054	-3.9577843084	9.04E-05	0.0004960986	0.575516223
